Wall time,Step,Value
1536031647.799376,69,0.6487236022949219
1536031648.0363774,70,0.6523324251174927
1536031648.6823785,71,0.6554844379425049
1536031650.2955258,72,0.6485393047332764
1536031650.8775246,73,0.616409957408905
1536031651.4565275,74,0.6327872276306152
1536031652.0485277,75,0.6404142379760742
1536031652.2785268,76,0.6504814624786377
1536031652.5115259,77,0.6663128137588501
1536031654.0931895,78,0.6928614974021912
1536031654.6741915,79,0.705237865447998
1536031655.2531903,80,0.6762575507164001
1536031655.8441918,81,0.6837146282196045
1536031656.4211936,82,0.6934681534767151
1536031656.6701908,83,0.694433867931366
1536031657.9170077,84,0.7129904627799988
1536031658.4960146,85,0.7376914024353027
1536031659.0650084,86,0.7389222383499146
1536031659.669007,87,0.7009674906730652
1536031660.251007,88,0.704308271408081
1536031660.8260088,89,0.713564932346344
1536031662.0625422,90,0.7218959331512451
1536031662.3005388,91,0.7337063550949097
1536031662.88454,92,0.7523357272148132
1536031663.4585402,93,0.7536646723747253
1536031664.0445385,94,0.7048606872558594
1536031664.6435378,95,0.7140620946884155
1536031666.2419095,96,0.7317183613777161
1536031666.4849124,97,0.73979651927948
1536031666.7389116,98,0.74981689453125
1536031667.3319108,99,0.7588351964950562
1536031668.0159152,100,0.7610766887664795
1536031668.6229115,101,0.7287189960479736
1536031670.202224,102,0.7261595726013184
1536031670.793221,103,0.7379186153411865
1536031671.0442238,104,0.7391267418861389
1536031671.2872226,105,0.74521404504776
1536031671.8642187,106,0.7546926140785217
1536031672.4892292,107,0.7589108347892761
1536031674.0707757,108,0.714269757270813
1536031674.6587725,109,0.7319052815437317
1536031675.2507727,110,0.741527259349823
1536031675.4947777,111,0.7517495155334473
1536031675.7377753,112,0.7605745792388916
1536031676.3447726,113,0.7765171527862549
1536031678.0064826,114,0.7863654494285583
1536031678.5871058,115,0.7342913746833801
1536031679.1551037,116,0.7499247193336487
1536031679.7411041,117,0.7655572295188904
1536031679.976104,118,0.7733765244483948
1536031680.219103,119,0.7760388851165771
1536031681.817792,120,0.7904350161552429
1536031682.450778,121,0.7848290205001831
1536031683.0337782,122,0.7344710826873779
1536031683.6207848,123,0.7203989624977112
1536031684.1817772,124,0.7311715483665466
1536031684.4217787,125,0.7314919233322144
1536031685.6688209,126,0.7303427457809448
1536031686.2508233,127,0.7493084669113159
1536031686.8598204,128,0.7650026082992554
1536031687.4918184,129,0.7228773236274719
1536031688.0758197,130,0.7287145853042603
1536031688.67282,131,0.7324056029319763
1536031689.9263957,132,0.7451025247573853
1536031690.1623976,133,0.7465922832489014
1536031690.7334,134,0.7559330463409424
1536031691.3623984,135,0.7725272178649902
1536031691.9693956,136,0.7218369841575623
1536031692.5743961,137,0.7309032678604126
1536031694.1504388,138,0.7343754172325134
1536031694.3724353,139,0.7484378814697266
1536031694.6004386,140,0.7495940923690796
1536031695.1664364,141,0.7586346864700317
1536031695.7334383,142,0.7796462178230286
1536031696.328436,143,0.7329316139221191
1536031697.9137042,144,0.7424509525299072
1536031698.514703,145,0.7400808334350586
1536031698.7427022,146,0.7566977739334106
1536031698.9667065,147,0.7810280323028564
1536031699.5257027,148,0.7989252209663391
1536031700.1247034,149,0.8065326809883118
1536031701.741833,150,0.7540044188499451
1536031702.3358285,151,0.773916482925415
1536031702.932832,152,0.7855873107910156
1536031703.1758301,153,0.799216091632843
1536031703.4188306,154,0.8192945122718811
1536031704.0408328,155,0.8373650908470154
1536031705.6878777,156,0.8489410877227783
1536031706.4248893,157,0.7952969670295715
1536031707.127879,158,0.790767252445221
1536031707.7228756,159,0.8007530570030212
1536031707.963876,160,0.8113027811050415
1536031708.2268753,161,0.8221725225448608
1536031709.844251,162,0.8319552540779114
1536031710.4902527,163,0.8393847346305847
1536031711.0802548,164,0.7851337194442749
1536031711.6452525,165,0.8003703355789185
1536031712.234254,166,0.8140832781791687
1536031712.4652548,167,0.8295499682426453
1536031713.6894107,168,0.8465949892997742
1536031714.2624102,169,0.8619354963302612
1536031714.881408,170,0.8726169466972351
1536031715.479413,171,0.8119177222251892
1536031716.0774143,172,0.8260384798049927
1536031716.6604078,173,0.8403096199035645
1536031717.8821883,174,0.851591169834137
1536031718.1131873,175,0.8664320707321167
1536031718.7011898,176,0.879788875579834
1536031719.300189,177,0.8871225118637085
1536031719.9021873,178,0.8327852487564087
1536031720.4791875,179,0.8401317000389099
1536031722.0543237,180,0.8389310240745544
1536031722.3273706,181,0.8441004157066345
1536031722.572374,182,0.8556903600692749
1536031723.1383739,183,0.8701213002204895
1536031723.7053714,184,0.8752966523170471
1536031724.2713718,185,0.8237044811248779
1536031725.8427746,186,0.8382090330123901
1536031726.4187713,187,0.8450131416320801
1536031726.652771,188,0.8573868274688721
1536031726.884771,189,0.8716481328010559
1536031727.4607704,190,0.8844833374023438
1536031728.058771,191,0.8897849917411804
1536031729.65383,192,0.83205646276474
1536031730.2218282,193,0.8457258343696594
1536031730.8088295,194,0.8517782688140869
1536031731.0478256,195,0.8634754419326782
1536031731.2848263,196,0.8731278777122498
1536031731.8718262,197,0.8818150758743286
1536031733.4608867,198,0.8858210444450378
1536031734.020872,199,0.8347389101982117
1536031734.6028714,200,0.8481400012969971
1536031735.1808722,201,0.8492634892463684
1536031735.4178736,202,0.8612121343612671
1536031735.638873,203,0.8710909485816956
1536031737.249679,204,0.8799818754196167
1536031737.8388808,205,0.8904212117195129
1536031738.458882,206,0.8341915607452393
1536031739.0948822,207,0.8492099046707153
1536031739.7168832,208,0.8564764261245728
1536031739.968886,209,0.8692662715911865
1536031741.2265835,210,0.8823396563529968
1536031741.8525798,211,0.8941056728363037
1536031742.5375824,212,0.8968825936317444
1536031743.1565826,213,0.8400068283081055
1536031743.768583,214,0.8513186573982239
1536031744.3575838,215,0.8646243214607239
1536031745.603417,216,0.8734744191169739
1536031745.854401,217,0.8861269950866699
1536031746.445403,218,0.897514283657074
1536031747.1344047,219,0.9030753374099731
1536031747.7944026,220,0.8455802798271179
1536031748.4114058,221,0.8407097458839417
1536031750.0244305,222,0.831638753414154
1536031750.2714317,223,0.8406623601913452
1536031750.5264325,224,0.85259610414505
1536031751.1524332,225,0.8673365116119385
1536031751.8014295,226,0.8524778485298157
1536031752.3974278,227,0.8156675696372986
1536031754.0072882,228,0.7997258305549622
1536031754.6182892,229,0.7978782653808594
1536031754.874291,230,0.8149654269218445
1536031755.1252897,231,0.8214688897132874
1536031755.7282891,232,0.8273220062255859
1536031756.3332868,233,0.8336523175239563
1536031757.9518607,234,0.7799745798110962
1536031758.5728626,235,0.7957271337509155
1536031759.1918626,236,0.813029408454895
1536031759.4278622,237,0.8301639556884766
1536031759.6698608,238,0.8471475839614868
1536031760.2668633,239,0.8624328374862671
1536031761.8544333,240,0.8730645775794983
1536032075.3612924,2,0.25312498211860657
1536032075.9212947,3,0.2761363685131073
1536032076.4812973,4,0.3620028495788574
1536032077.0382943,5,0.36018356680870056
1536032078.3993545,6,0.32952985167503357
1536032078.6183403,7,0.3478119373321533
1536032079.1583378,8,0.3546677231788635
1536032079.6973386,9,0.36543187499046326
1536032080.22334,10,0.3311534523963928
1536032080.7713423,11,0.359324187040329
1536032082.3133383,12,0.4155970513820648
1536032082.5293367,13,0.43168047070503235
1536032082.7303388,14,0.48417481780052185
1536032083.2643373,15,0.48254120349884033
1536032083.8233364,16,0.436353862285614
1536032084.3683374,17,0.3917664587497711
1536032085.919418,18,0.4454578757286072
1536032086.5144186,19,0.4271802604198456
1536032086.7334166,20,0.42547500133514404
1536032086.9434164,21,0.47963792085647583
1536032087.4904163,22,0.45574653148651123
1536032088.0374165,23,0.42776769399642944
1536032089.5944402,24,0.3601924180984497
1536032090.1144402,25,0.38553765416145325
1536032090.6534424,26,0.4530607759952545
1536032090.868445,27,0.4771844446659088
1536032091.0844426,28,0.4778883457183838
1536032091.62444,29,0.4784019887447357
1536032093.1549292,30,0.49831992387771606
1536032093.6909323,31,0.45183265209198
1536032094.2159295,32,0.4767328202724457
1536032094.77093,33,0.4955597519874573
1536032094.9829297,34,0.49651122093200684
1536032095.1969483,35,0.4930553734302521
1536032096.7336533,36,0.4822031259536743
1536032097.2696538,37,0.5076375007629395
1536032097.8366525,38,0.4664013683795929
1536032098.3656719,39,0.48779526352882385
1536032098.9036543,40,0.4988727271556854
1536032099.1146548,41,0.5421282649040222
1536032100.3323834,42,0.5453451871871948
1536032100.9073954,43,0.5620489716529846
1536032101.5023859,44,0.5702400207519531
1536032102.0533855,45,0.5370860695838928
1536032102.6003828,46,0.5543425679206848
1536032103.1233833,47,0.5786888003349304
1536032104.3444967,48,0.5961763262748718
1536032104.551499,49,0.6220431923866272
1536032105.101496,50,0.6496571898460388
1536032105.664499,51,0.6530463695526123
1536032106.2045,52,0.6043081879615784
1536032106.797498,53,0.6165823936462402
1536032108.3637593,54,0.6132680177688599
1536032108.5847616,55,0.6350333094596863
1536032108.8307717,56,0.6357317566871643
1536032109.3677585,57,0.6363227367401123
1536032109.9307582,58,0.6390401124954224
1536032110.5007603,59,0.6014731526374817
1536032112.0511968,60,0.6149270534515381
1536032112.595197,61,0.624393105506897
1536032112.8061984,62,0.6264800429344177
1536032113.0061984,63,0.6281938552856445
1536032113.5301983,64,0.63966965675354
1536032114.0661972,65,0.6474929451942444
1536032115.5944455,66,0.6105512380599976
1536032116.126441,67,0.6066600680351257
1536032116.6744404,68,0.5995802283287048
1536032116.893443,69,0.5934198498725891
1536032117.096442,70,0.6126406192779541
1536032117.6234417,71,0.6248714327812195
1536032119.1692328,72,0.630159318447113
1536032119.6802294,73,0.5983360409736633
1536032120.2162318,74,0.6115522384643555
1536032120.752231,75,0.6316474676132202
1536032120.9842288,76,0.6393057703971863
1536032121.2002301,77,0.6647910475730896
1536032122.7422764,78,0.6914989352226257
1536032123.2816825,79,0.7072490453720093
1536032123.8576841,80,0.665278971195221
1536032124.5016897,81,0.6738462448120117
1536032125.1186886,82,0.6798990964889526
1536032125.3736863,83,0.6915966868400574
1536032126.619048,84,0.6864370107650757
1536032127.1850488,85,0.6937932968139648
1536032127.758049,86,0.6994139552116394
1536032128.2850492,87,0.660722553730011
1536032128.8740473,88,0.6571502685546875
1536032129.4510508,89,0.6476852297782898
1536032130.6771586,90,0.6438542008399963
1536032130.9481535,91,0.6474688053131104
1536032131.5921454,92,0.6507219076156616
1536032132.1551454,93,0.6637747287750244
1536032132.753142,94,0.630209743976593
1536032133.2981424,95,0.6312512755393982
1536032134.8691256,96,0.6337511539459229
1536032135.0871277,97,0.6313135623931885
1536032135.3171299,98,0.648182213306427
1536032135.8751285,99,0.6673640012741089
1536032136.4141288,100,0.689690113067627
1536032136.9511275,101,0.6535335779190063
1536032138.4921405,102,0.6741177439689636
1536032139.026152,103,0.6895184516906738
1536032139.243155,104,0.7143166065216064
1536032139.456154,105,0.7388849258422852
1536032140.0011501,106,0.7649964094161987
1536032140.5671551,107,0.768184244632721
1536032142.1242712,108,0.7288658022880554
1536032142.6952577,109,0.7387917041778564
1536032143.229255,110,0.7633500099182129
1536032143.4442568,111,0.7713900208473206
1536032143.6672554,112,0.7862510085105896
1536032144.181258,113,0.7996259331703186
1536032145.730167,114,0.8009133338928223
1536032146.2696395,115,0.761447012424469
1536032146.83964,116,0.7759273052215576
1536032147.3686447,117,0.7889595627784729
1536032147.6056414,118,0.7991260886192322
1536032147.858641,119,0.7952134609222412
1536032149.4546869,120,0.803692102432251
1536032149.999688,121,0.8045728802680969
1536032150.5406864,122,0.7647405862808228
1536032151.1126864,123,0.7788915038108826
1536032151.6646852,124,0.7947523593902588
1536032151.8736851,125,0.8043396472930908
1536032153.0962977,126,0.819905698299408
1536032153.640297,127,0.8379151225090027
1536032154.1922977,128,0.8447486162185669
1536032154.7362988,129,0.7930862307548523
1536032155.2853,130,0.8028401136398315
1536032155.8212993,131,0.8178685903549194
1536032157.0573423,132,0.8329567313194275
1536032157.2703416,133,0.8456610441207886
1536032157.8743415,134,0.857094943523407
1536032158.4193425,135,0.8682604432106018
1536032158.9753423,136,0.8220593929290771
1536032159.527346,137,0.8289159536361694
1536032161.0794072,138,0.8335243463516235
1536032161.3034062,139,0.8470469117164612
1536032161.5284097,140,0.8623422384262085
1536032162.0964043,141,0.8761079907417297
1536032162.6554065,142,0.8838096857070923
1536032163.213409,143,0.828241229057312
1536032164.7673514,144,0.8329170942306519
1536032165.3153436,145,0.8449378609657288
1536032165.537359,146,0.8573190569877625
1536032165.7553415,147,0.8715871572494507
1536032166.2903416,148,0.8844284415245056
1536032166.861341,149,0.8834856152534485
1536032168.451834,150,0.8279495239257812
1536032169.0288346,151,0.8420295715332031
1536032169.566851,152,0.8562641143798828
1536032169.7788346,153,0.8690751791000366
1536032169.9998338,154,0.8781676888465881
1536032170.5238326,155,0.8903509378433228
1536032172.0826204,156,0.8981908559799194
1536032172.6406174,157,0.8458717465400696
1536032173.18662,158,0.8565970659255981
1536032173.7396176,159,0.8709373474121094
1536032173.96362,160,0.8822811245918274
1536032174.18262,161,0.894053041934967
1536032175.7421906,162,0.9046477675437927
1536032176.28919,163,0.9063705205917358
1536032176.8451917,164,0.8532334566116333
1536032177.3901892,165,0.8600975871086121
1536032177.9521904,166,0.8725253343582153
1536032178.1791916,167,0.8837103247642517
1536032179.401865,168,0.89533931016922
1536032179.9558637,169,0.9058054089546204
1536032180.4948666,170,0.9074123501777649
1536032181.0498648,171,0.8479210734367371
1536032181.5918636,172,0.8553164601325989
1536032182.1248648,173,0.8682222962379456
1536032183.3305273,174,0.8798375725746155
1536032183.5455253,175,0.8918538093566895
1536032184.0975258,176,0.9026684165000916
1536032184.6755254,177,0.9108390808105469
1536032185.224526,178,0.8510051369667053
1536032185.7705264,179,0.8627796173095703
1536032187.3087342,180,0.8686891794204712
1536032187.52574,181,0.8786952495574951
1536032187.738735,182,0.8868257403373718
1536032188.2837517,183,0.8981431722640991
1536032188.8697505,184,0.9052038788795471
1536032189.4857492,185,0.8490585088729858
1536032191.0969882,186,0.8610276579856873
1536032191.705989,187,0.871799886226654
1536032191.9209862,188,0.8846198916435242
1536032192.1249864,189,0.8961579203605652
1536032192.6709878,190,0.9065421223640442
1536032193.2129872,191,0.9112004041671753
1536032194.7879224,192,0.8575803637504578
1536032195.3399212,193,0.8718223571777344
1536032195.8809202,194,0.879952609539032
1536032196.0929244,195,0.8919573426246643
1536032196.311926,196,0.8987616300582886
1536032196.8649273,197,0.9088854789733887
1536032198.4043574,198,0.9101844429969788
1536032198.9930463,199,0.8535410165786743
1536032199.5710456,200,0.8634994029998779
1536032200.18705,201,0.8771494626998901
1536032200.4410481,202,0.8894345164299011
1536032200.6800442,203,0.9004910588264465
1536032202.2654307,204,0.9104419350624084
1536032202.8314302,205,0.9178352355957031
1536032203.369431,206,0.8494892120361328
1536032203.9084318,207,0.8645402789115906
1536032204.4344325,208,0.870273768901825
1536032204.6664293,209,0.8801214098930359
1536032205.8831527,210,0.8921092748641968
1536032206.5051491,211,0.902898371219635
1536032207.1731563,212,0.9047960638999939
1536032207.967154,213,0.848691463470459
1536032208.6231508,214,0.8622598052024841
1536032209.3201559,215,0.8760338425636292
1536032210.5702016,216,0.8868679404258728
1536032210.789594,217,0.898181140422821
1536032211.3215923,218,0.9083630442619324
1536032211.892592,219,0.9159642457962036
1536032212.4835904,220,0.8571802973747253
1536032213.0525944,221,0.8698997497558594
1536032214.6347735,222,0.8813472986221313
1536032214.8467612,223,0.8932125568389893
1536032215.0517602,224,0.9038913249969482
1536032215.5977774,225,0.9135022163391113
1536032216.157763,226,0.9190269708633423
1536032216.725762,227,0.8583742380142212
1536032218.3440037,228,0.872536838054657
1536032218.972002,229,0.8837206363677979
1536032219.2379978,230,0.892223596572876
1536032219.467,231,0.8990012407302856
1536032220.0369978,232,0.9051011204719543
1536032220.7450006,233,0.9145910143852234
1536032222.3586438,234,0.8512569069862366
1536032223.0136404,235,0.8661312460899353
1536032223.6386423,236,0.8795181512832642
1536032223.8806436,237,0.8900038599967957
1536032224.115642,238,0.9010034799575806
1536032224.6996415,239,0.9109031558036804
1536032226.3234708,240,0.9198128581047058
1536032226.978456,241,0.8512690663337708
1536032227.623454,242,0.8661421537399292
1536032228.3144557,243,0.8795279264450073
1536032228.5984545,244,0.8915751576423645
1536032228.8634546,245,0.9024176597595215
1536032230.4684515,246,0.9121758937835693
1536032231.118453,247,0.9178333282470703
1536032231.7464511,248,0.8619874715805054
1536032232.3604496,249,0.8742262125015259
1536032232.9824514,250,0.8868035674095154
1536032233.2224483,251,0.8981232047080994
1536032234.4472518,252,0.9083108901977539
1536032235.029255,253,0.9174798130989075
1536032235.6552532,254,0.9257318377494812
1536032236.243251,255,0.8659711480140686
1536032236.8572533,256,0.8793740272521973
1536032237.450251,257,0.8914366364479065
1536032238.7093458,258,0.9022929668426514
1536032238.954345,259,0.9120636582374573
1536032239.507345,260,0.920857310295105
1536032240.185345,261,0.9287715554237366
1536032240.8603468,262,0.8749569058418274
1536032241.427345,263,0.8858987092971802
1536032242.9972298,264,0.8973088264465332
1536032243.2282317,265,0.9075779318809509
1536032243.4562314,266,0.9168201684951782
1536032243.99323,267,0.9251381754875183
1536032244.5422297,268,0.932624340057373
1536032245.0892303,269,0.8612368702888489
1536032246.6432755,270,0.8751131892204285
